TimeStamp (UTC),WindDirection Avg,WindSpeed Avg,WindSpeed StdDev,T AMB Avg,In AirDensity Avg
2021-01-04 11:00:00+00:00,200.2111789,7.903819993,0.852779582,13.60399464,1.086177225
2021-01-04 12:00:00+00:00,196.9100097,9.480028969,0.982624408,14.01126143,1.084862217
2021-01-04 13:00:00+00:00,198.5955357,9.732370569,1.056041411,13.4733064,1.087033864
2021-01-04 14:00:00+00:00,202.1057841,10.18845787,1.158898878,13.09304993,1.088679008
2021-01-04 15:00:00+00:00,201.8678052,10.49121314,1.258273725,12.32583783,1.090790935
2021-01-04 16:00:00+00:00,199.3600067,9.807133432,1.249944221,12.47699191,1.09042959
2021-01-04 17:00:00+00:00,205.1072283,7.587941574,1.138035507,12.9811584,1.089029034
2021-01-04 18:00:00+00:00,204.2095434,5.927821543,0.838137399,13.45181465,1.088104131
2021-01-04 19:00:00+00:00,208.9970826,6.643140035,0.892668779,13.66187618,1.08823002
2021-01-04 20:00:00+00:00,206.3831583,6.845359102,0.926352399,14.25650587,1.086505431
2021-01-04 21:00:00+00:00,209.6240446,5.801617576,0.842245098,15.04946997,1.084160337
2021-01-04 22:00:00+00:00,164.6210857,5.545184171,0.747948704,15.60006235,1.084847325
2021-01-04 23:00:00+00:00,159.8349952,6.135748597,0.810824529,14.13361089,1.088864952
2021-01-05 00:00:00+00:00,152.8218151,6.113550965,0.794257759,10.56659187,1.09705471
2021-01-05 01:00:00+00:00,144.9782228,4.042567962,0.734545865,10.1127545,1.098363513
2021-01-05 02:00:00+00:00,141.8169274,4.071127221,0.69554152,10.35897498,1.097510716
2021-01-05 03:00:00+00:00,141.3038779,4.060767492,0.677791126,10.39980684,1.097515245
2021-01-05 04:00:00+00:00,140.3857277,3.981837685,0.691783604,10.25865533,1.097895884
2021-01-05 05:00:00+00:00,143.6575876,4.055196965,0.651996654,10.23722784,1.097184616
2021-01-05 06:00:00+00:00,157.677955,3.851894788,0.610786369,10.47954685,1.09680399
2021-01-05 07:00:00+00:00,158.1735291,4.733110989,0.655712938,10.3008986,1.097675688
2021-01-05 08:00:00+00:00,156.010692,5.158497541,0.642197548,10.17018036,1.098120533
2021-01-05 09:00:00+00:00,158.5165474,5.363745812,0.649201691,9.833428982,1.0988503
2021-01-05 10:00:00+00:00,166.2528557,5.155293606,0.621377524,9.666606717,1.098930501
2021-01-05 11:00:00+00:00,174.9213051,6.363519727,0.680095688,9.526348537,1.099164308
2021-01-05 12:00:00+00:00,174.3678625,6.52360454,0.676936146,9.496920721,1.099213584
2021-01-05 13:00:00+00:00,179.9353019,7.070454822,0.706305097,9.421220644,1.098904405
2021-01-05 14:00:00+00:00,181.0356697,8.231972881,0.759188182,9.947200236,1.097379376
2021-01-05 15:00:00+00:00,186.1151759,7.907725774,0.80026152,9.258028476,1.099518464
2021-01-05 16:00:00+00:00,191.4479174,8.528970789,0.814245352,9.90600767,1.097497152
2021-01-05 17:00:00+00:00,194.1560111,7.715618486,0.842882547,11.44885583,1.093934175
2021-01-05 18:00:00+00:00,190.2142483,7.70753571,0.928466021,13.22382172,1.08949439
2021-01-05 19:00:00+00:00,190.7718861,8.729805231,1.004682438,14.58155251,1.085756838
2021-01-05 20:00:00+00:00,189.1818628,8.697694545,1.044396091,15.34314325,1.083531397
2021-01-05 21:00:00+00:00,187.2506465,8.734971188,1.018766618,15.81424849,1.082482447
2021-01-05 22:00:00+00:00,186.5600758,8.952539196,1.035960935,15.49717957,1.082995392
2021-01-05 23:00:00+00:00,190.6236553,10.84377674,0.959891636,15.24988349,1.083897032
2021-01-06 00:00:00+00:00,190.2799206,11.75918517,0.94394486,14.36326558,1.086076846
2021-01-06 01:00:00+00:00,191.2363501,12.05965093,0.986938062,13.60055241,1.088461463
2021-01-06 02:00:00+00:00,194.4136211,11.75255697,1.009093017,13.22898711,1.089512628
2021-01-06 03:00:00+00:00,192.0799102,11.6194358,1.007394622,12.73329016,1.090846885
2021-01-06 04:00:00+00:00,187.5687706,11.49477013,1.001602307,12.71457824,1.090879713
2021-01-06 05:00:00+00:00,183.399777,10.53938561,0.897199909,12.64632022,1.091191777
2021-01-06 06:00:00+00:00,184.5879747,8.622692472,0.928185387,12.67666161,1.091273958
2021-01-06 07:00:00+00:00,187.3206078,6.257068686,0.759909874,13.0424487,1.091110894
2021-01-06 08:00:00+00:00,194.4261999,5.671474803,0.809829712,13.82972251,1.08887311
2021-01-06 09:00:00+00:00,204.7892785,6.588131555,0.832081388,12.47721353,1.091113736
2021-01-06 10:00:00+00:00,202.9666989,7.901909882,0.971168237,10.89150001,1.095520914
2021-01-06 11:00:00+00:00,201.8281304,8.88720431,1.072006121,9.372820244,1.100184778
2021-01-06 12:00:00+00:00,200.724685,10.31109881,1.156672613,8.292547129,1.103005101
2021-01-06 13:00:00+00:00,204.3823684,10.87839279,1.156939557,7.470184957,1.105150177
2021-01-06 14:00:00+00:00,204.9505988,10.53105856,1.153058936,7.53056269,1.10499089
2021-01-06 15:00:00+00:00,201.5214498,10.67339114,1.285689035,7.383242011,1.105490741
2021-01-06 16:00:00+00:00,205.0243461,10.41255673,1.419018128,7.688320631,1.104975235
2021-01-06 17:00:00+00:00,198.6861092,8.506082798,1.319145402,8.594157225,1.10256866
2021-01-06 18:00:00+00:00,200.2208608,8.274564285,1.331283814,9.573570837,1.101445386
2021-01-06 19:00:00+00:00,197.9809339,8.005009011,1.390092113,10.88733353,1.096950635
2021-01-06 20:00:00+00:00,199.3113514,8.582410097,1.46095459,11.75362428,1.093456644
2021-01-06 21:00:00+00:00,204.4043963,9.08335951,1.468599582,12.62052423,1.090420948
2021-01-06 22:00:00+00:00,201.9699738,9.422059823,1.476631703,13.41547361,1.087981024
2021-01-06 23:00:00+00:00,202.8772678,8.229000122,1.099528953,13.06587227,1.089766848
2021-01-07 00:00:00+00:00,197.2873832,6.950486604,0.869921341,11.96089996,1.093373002
2021-01-07 01:00:00+00:00,202.0380058,6.7957095,0.768148304,11.33284212,1.095163038
2021-01-07 02:00:00+00:00,200.7262451,6.849489152,0.788539782,11.09715058,1.095521688
2021-01-07 03:00:00+00:00,197.9445827,6.102606642,0.713005415,10.80528323,1.096177114
2021-01-07 04:00:00+00:00,206.486683,5.745544422,0.663510082,10.27767455,1.098207549
2021-01-07 05:00:00+00:00,196.006613,5.914144312,0.682791935,9.71139374,1.101294173
2021-01-07 06:00:00+00:00,202.4835784,5.808022252,0.685019152,9.669990039,1.101577628
2021-01-07 07:00:00+00:00,198.1132741,5.587963628,0.647341626,9.542299527,1.101758338
2021-01-07 08:00:00+00:00,203.3529291,4.778397354,0.617428219,9.060796066,1.103039636
2021-01-07 09:00:00+00:00,206.6513126,4.630078687,0.586706877,8.602074332,1.104985323
2021-01-07 10:00:00+00:00,209.8175407,4.547466007,0.566448416,8.512540328,1.105077521
2021-01-07 11:00:00+00:00,201.5339555,3.986468255,0.613829579,8.523925245,1.105875862
2021-01-07 12:00:00+00:00,199.1370146,4.043870737,0.590102444,8.249648564,1.106705383
2021-01-07 13:00:00+00:00,198.7758157,3.955426625,0.60769251,7.659970152,1.109016244
2021-01-07 14:00:00+00:00,171.3734279,3.360825869,0.699173073,7.676563601,1.107272992
2021-01-07 15:00:00+00:00,207.4476716,1.031304152,0.563628831,8.912199806,1.101141232
2021-01-07 16:00:00+00:00,216.9108043,1.887932892,0.763557458,9.868374316,1.097930843
2021-01-07 17:00:00+00:00,164.6796377,2.673693941,0.904182521,11.00039126,1.09441669
2021-01-07 18:00:00+00:00,147.8403521,2.869988665,0.955436693,12.2550881,1.090973096
2021-01-07 19:00:00+00:00,150.8406564,3.029058208,0.966592371,13.56834708,1.085973848
2021-01-07 20:00:00+00:00,150.6511552,2.679408114,0.973879386,14.80980208,1.08058653
2021-01-07 21:00:00+00:00,162.7159676,2.791654756,0.966302316,15.58255526,1.077740851
2021-01-07 22:00:00+00:00,172.2710567,3.590636507,0.760153406,15.51890287,1.077768001
2021-01-07 23:00:00+00:00,179.6581591,4.57331413,0.618214176,14.59498757,1.081808167
2021-01-08 00:00:00+00:00,177.9029401,5.402739057,0.595515162,13.54652774,1.087520615
2021-01-08 01:00:00+00:00,179.110853,5.460623294,0.589605616,13.21120013,1.088583709
2021-01-08 02:00:00+00:00,181.0593539,6.020256666,0.627230881,13.14166418,1.088740806
2021-01-08 03:00:00+00:00,182.15223,6.652747962,0.655506253,12.64997736,1.090388089
2021-01-08 04:00:00+00:00,181.6813137,6.999465656,0.699936006,11.89112479,1.092699001
2021-01-08 05:00:00+00:00,176.7080223,6.272452613,0.683554521,10.36098737,1.098339703
2021-01-08 06:00:00+00:00,174.8276065,7.686879948,0.797491744,8.881103874,1.103806643
2021-01-08 07:00:00+00:00,175.1493476,8.633982518,0.880098351,7.913728048,1.106935849
2021-01-08 08:00:00+00:00,171.3500887,7.506714426,0.850906738,6.685310118,1.112100724
2021-01-08 09:00:00+00:00,173.921304,8.149913629,0.846129559,5.516010037,1.116649659
2021-01-08 10:00:00+00:00,173.8430562,7.521059252,0.800914767,4.641356165,1.122325488
2021-01-08 11:00:00+00:00,177.1545408,8.530947638,0.874751718,3.829795819,1.123706364
2021-01-08 12:00:00+00:00,178.6652839,8.70546282,0.871644321,3.49947883,1.123732824
2021-01-08 13:00:00+00:00,179.8077684,8.991596797,0.83059059,3.23403367,1.124702774
2021-01-08 14:00:00+00:00,174.329514,7.51069344,0.745684943,2.803199191,1.126176944
2021-01-08 15:00:00+00:00,173.3141668,6.446785617,0.822713201,3.158651449,1.125543796
2021-01-08 16:00:00+00:00,180.3825801,6.55773596,0.893201869,4.807101524,1.11935961
2021-01-08 17:00:00+00:00,177.804149,6.772096431,0.961529225,6.087113116,1.114546618
2021-01-08 18:00:00+00:00,175.9918663,6.472221576,1.009403441,7.41856847,1.109350611
2021-01-08 19:00:00+00:00,175.2801541,5.106046965,0.941729381,9.03636822,1.103349447
2021-01-08 20:00:00+00:00,164.7680088,4.13814855,0.913664543,10.31754415,1.097399101
2021-01-08 21:00:00+00:00,158.0231748,4.00158738,0.86236687,10.87546291,1.095020224
2021-01-08 22:00:00+00:00,146.0610801,4.238731665,0.781298505,9.616664587,1.100802501
2021-01-08 23:00:00+00:00,145.6725719,5.626256095,0.80349763,7.592365167,1.109676467
2021-01-09 00:00:00+00:00,150.7784964,5.621051393,0.72620955,5.802559502,1.116351028
2021-01-09 01:00:00+00:00,151.9321973,5.6867122,0.717831678,4.766260373,1.120403568
2021-01-09 02:00:00+00:00,148.0591061,5.337400482,0.694743869,4.062904209,1.122764507
2021-01-09 03:00:00+00:00,144.9611676,5.298979111,0.666695124,3.197085323,1.12526339
2021-01-09 04:00:00+00:00,156.4477791,5.6204787,0.703998189,3.042288047,1.125997542
2021-01-09 05:00:00+00:00,154.1363851,5.994446006,0.743315666,3.054506827,1.125957161
2021-01-09 06:00:00+00:00,148.5105184,5.336183631,0.712218132,2.515133779,1.127821604
2021-01-09 07:00:00+00:00,159.4219298,6.352187951,0.738604707,2.159145157,1.129374517
2021-01-09 08:00:00+00:00,166.0309088,6.089594218,0.713340577,2.083210082,1.129464899
2021-01-09 09:00:00+00:00,168.7512253,5.890422358,0.665263121,1.72000764,1.130712868
2021-01-09 10:00:00+00:00,168.0355354,5.907339496,0.682924679,1.221266546,1.133544362
2021-01-09 11:00:00+00:00,162.0343896,5.52262034,0.685220415,0.945477834,1.135761441
2021-01-09 12:00:00+00:00,165.6679167,6.168817907,0.648773483,0.478516057,1.137643977
2021-01-09 13:00:00+00:00,172.9417419,6.903369925,0.823597837,-0.048416413,1.138567438
2021-01-09 14:00:00+00:00,172.7991828,5.899979369,0.756850556,-0.195443214,1.138157713
2021-01-09 15:00:00+00:00,174.9737121,5.893708057,0.722353923,-0.023495291,1.1368115
2021-01-09 16:00:00+00:00,175.6565447,6.358890671,0.826233083,0.390325427,1.135326435
2021-01-09 17:00:00+00:00,179.3997948,7.342411117,0.980053336,0.865780781,1.134081945
2021-01-09 18:00:00+00:00,177.8743366,7.327535576,0.997624577,1.706446711,1.131577888
2021-01-09 19:00:00+00:00,178.5752414,7.858603009,1.078005579,1.990237498,1.13047784
2021-01-09 20:00:00+00:00,177.7744012,7.196422769,0.962206191,2.582473797,1.128247906
2021-01-09 21:00:00+00:00,173.1946525,6.497946692,0.936513058,3.259281499,1.12560773
2021-01-09 22:00:00+00:00,172.4348146,5.921042858,0.74211465,4.028295395,1.1226545
2021-01-09 23:00:00+00:00,174.3249346,6.127513881,0.777351868,4.590758016,1.120700639
2021-01-10 00:00:00+00:00,174.484457,7.346651233,0.859684447,4.706706804,1.12032647
2021-01-10 01:00:00+00:00,173.6578254,9.930639312,1.185844318,4.753380345,1.119952366
2021-01-10 02:00:00+00:00,174.294867,6.703777021,0.96285846,4.747141941,1.120160909
2021-01-10 03:00:00+00:00,171.5284079,7.256844112,0.88942777,4.038000434,1.122920309
2021-01-10 04:00:00+00:00,173.8453426,9.668211623,1.236327218,3.821838424,1.123644241
2021-01-10 05:00:00+00:00,172.4775986,8.325572406,1.317841777,3.568785216,1.124541333
2021-01-10 06:00:00+00:00,177.8057181,5.811121613,0.968557486,3.306352053,1.125373393
2021-01-10 07:00:00+00:00,169.9692965,8.414458212,1.228327053,2.684186835,1.127932239
2021-01-10 08:00:00+00:00,171.671542,4.172934579,0.857318119,2.371977321,1.129119821
2021-01-10 09:00:00+00:00,157.9858892,2.32826205,0.790425285,2.524208705,1.128855685
2021-01-10 10:00:00+00:00,158.546833,4.364853854,0.721981506,2.510433434,1.129829545
2021-01-10 11:00:00+00:00,157.6798803,5.21509133,0.758283719,2.155193347,1.130265119
2021-01-10 12:00:00+00:00,136.7898762,3.911442741,0.891750633,1.960139915,1.130635345
2021-01-10 13:00:00+00:00,150.0626883,4.853513776,0.809407929,1.241798426,1.134362517
2021-01-10 14:00:00+00:00,155.3610344,5.374590124,0.805974475,1.09897395,1.136264809
2021-01-10 15:00:00+00:00,142.5519167,5.639552425,0.865405597,0.995599253,1.136954972
2021-01-10 16:00:00+00:00,136.4392643,5.838586717,0.899548652,0.961587268,1.137090361
2021-01-10 17:00:00+00:00,137.8216702,5.281967217,0.863460087,0.97521008,1.13641606
2021-01-10 18:00:00+00:00,147.6505059,5.322879454,0.850870613,0.886248271,1.137009695
2021-01-10 19:00:00+00:00,155.5167064,5.51707856,0.818680437,0.772075339,1.137946435
2021-01-10 20:00:00+00:00,165.9937693,5.817983975,0.861543462,0.37578527,1.138880106
2021-01-10 21:00:00+00:00,156.6498769,5.762852297,0.843444519,0.083152234,1.139211476
2021-01-10 22:00:00+00:00,163.894653,5.689626832,0.78823579,-0.00109458,1.139756701
2021-01-10 23:00:00+00:00,183.8419168,5.42421395,0.744743403,-0.023551615,1.139903508
2021-01-11 00:00:00+00:00,195.8051159,5.25537701,0.709621251,-0.028328329,1.139699744
2021-01-11 01:00:00+00:00,205.7904161,5.378717588,0.713018223,-0.043829585,1.139885598
2021-01-11 02:00:00+00:00,208.007257,5.020392664,0.679737013,-0.03616451,1.139713248
2021-01-11 03:00:00+00:00,202.1586819,4.599097317,0.707990547,-0.033759252,1.139835182
2021-01-11 04:00:00+00:00,204.0758206,4.410625771,0.694110267,-0.012937494,1.138992241
2021-01-11 05:00:00+00:00,203.2729554,4.762952145,0.702486787,-0.012847891,1.138605522
2021-01-11 06:00:00+00:00,204.8307456,5.471658453,0.711262101,0.010785066,1.139032633
2021-01-11 07:00:00+00:00,209.7574846,5.718434918,0.726582529,-0.132118165,1.140569135
2021-01-11 08:00:00+00:00,203.2348648,4.856679255,0.70991605,-0.100446276,1.13961705
2021-01-11 09:00:00+00:00,208.482227,4.794629708,0.649224412,-0.116610023,1.139612326
2021-01-11 10:00:00+00:00,205.6992242,4.65518222,0.666077961,-0.231696004,1.141528458
2021-01-11 11:00:00+00:00,199.4449588,4.719169141,0.690232062,-0.375682335,1.140490977
2021-01-11 12:00:00+00:00,201.7377888,4.482438978,0.692805055,-0.477616666,1.139914254
2021-01-11 13:00:00+00:00,203.0654148,3.787733883,0.772411981,-0.461055541,1.139363513
2021-01-11 14:00:00+00:00,201.5274889,2.829252763,0.833172971,-0.34987943,1.137919646
2021-01-11 15:00:00+00:00,185.0717569,2.912878974,0.749644359,1.450939803,1.133531094
2021-01-11 16:00:00+00:00,,3.738987545,,2.47003116,
2021-01-11 17:00:00+00:00,,3.279221186,,3.170685361,
2021-01-11 18:00:00+00:00,,2.851372855,,3.26694228,
2021-01-11 19:00:00+00:00,,2.496059187,,3.526744555,
2021-01-11 20:00:00+00:00,,2.41551402,,3.821401876,
2021-01-11 21:00:00+00:00,,2.333738316,,3.765062314,
2021-01-11 22:00:00+00:00,,2.966043611,,3.318909665,
2021-01-11 23:00:00+00:00,,2.082289717,,2.878800626,
2021-01-12 00:00:00+00:00,,1.225950155,,2.526853586,
2021-01-12 01:00:00+00:00,,0.967241376,,2.321339566,
2021-01-12 02:00:00+00:00,,1.317616821,,1.799859816,
2021-01-12 03:00:00+00:00,,1.444127724,,1.515950159,
2021-01-12 04:00:00+00:00,,0.954147104,,1.391261686,
2021-01-12 05:00:00+00:00,,0.921428572,,1.223582557,
2021-01-12 06:00:00+00:00,,1.282507788,,1.123380067,
2021-01-12 07:00:00+00:00,,3.613099687,,0.963566981,
2021-01-12 08:00:00+00:00,,2.906962619,,0.978348914,
2021-01-12 09:00:00+00:00,,4.147414331,,0.955451716,
2021-01-12 10:00:00+00:00,,4.812133956,,0.415186919,
2021-01-12 11:00:00+00:00,,5.298831774,,0.287040502,
2021-01-12 12:00:00+00:00,,5.489688468,,0.448816203,
2021-01-12 13:00:00+00:00,,5.96655225,,0.383120129,
2021-01-12 14:00:00+00:00,,5.365545175,,0.952414333,
2021-01-12 15:00:00+00:00,,4.843021805,,1.758177576,
2021-01-12 16:00:00+00:00,174.1321009,3.343937772,0.848848985,2.993924002,1.126713812
2021-01-12 17:00:00+00:00,173.6441034,3.658133802,0.838816753,3.972800165,1.123440625
2021-01-12 18:00:00+00:00,178.9980905,3.49379614,0.929253486,6.054152261,1.115834126
2021-01-12 19:00:00+00:00,184.964368,3.09354306,1.068879872,8.057612144,1.107510889
2021-01-12 20:00:00+00:00,193.9060417,3.355159525,1.045590024,9.252822651,1.102964636
2021-01-12 21:00:00+00:00,203.0385675,2.667341024,1.020885557,9.910480805,1.101050075
2021-01-12 22:00:00+00:00,196.0439058,1.669474953,0.931167217,10.72946425,1.098550386
2021-01-12 23:00:00+00:00,209.270101,1.336778437,0.636141966,11.01829339,1.099724183
2021-01-13 00:00:00+00:00,191.439755,1.287729798,0.440898925,8.837813391,1.105474218
2021-01-13 01:00:00+00:00,208.4436325,0.967074276,0.403649588,8.072664792,1.108033886
2021-01-13 02:00:00+00:00,189.548012,3.813633219,0.626173833,7.312187581,1.111050725
2021-01-13 03:00:00+00:00,187.286104,7.529047955,0.663074154,6.494289328,1.113442492
2021-01-13 04:00:00+00:00,181.5561612,8.313786539,0.750273719,5.690399675,1.116385069
2021-01-13 05:00:00+00:00,180.0260625,7.825579342,0.78512429,5.372132875,1.118162174
2021-01-13 06:00:00+00:00,178.8230875,7.413415442,0.775621288,5.571120418,1.117228879
2021-01-13 07:00:00+00:00,181.6896843,7.22339538,0.752419871,5.568025897,1.117537824
2021-01-13 08:00:00+00:00,181.6988738,5.881445581,0.704800252,6.499606253,1.115222805
2021-01-13 09:00:00+00:00,187.5191835,5.780907795,0.708892774,7.942078876,1.110860046
2021-01-13 10:00:00+00:00,194.2459567,6.606147538,0.785420823,7.64693568,1.110382167
2021-01-13 11:00:00+00:00,186.3984295,5.55093059,0.710812385,6.511152156,1.116172744
2021-01-13 12:00:00+00:00,189.473939,5.192906053,0.64936907,6.927726903,1.111568845
2021-01-13 13:00:00+00:00,188.239908,5.204713067,0.647755615,7.895356823,1.107767522
2021-01-13 14:00:00+00:00,186.587433,5.635149506,0.714375572,10.38403685,1.101215027
2021-01-13 15:00:00+00:00,184.1631693,5.592892363,0.754215165,11.65271269,1.096212084
2021-01-13 16:00:00+00:00,186.2678876,4.489657843,0.773632876,12.64444791,1.09064777
2021-01-13 17:00:00+00:00,188.9234617,3.885994542,0.857558112,13.98031963,1.086495474
2021-01-13 18:00:00+00:00,197.242952,5.196292682,0.899946796,14.56590585,1.08310773
2021-01-13 19:00:00+00:00,196.2340366,5.145990995,1.038969186,16.22202531,1.077364271
2021-01-13 20:00:00+00:00,200.2840067,4.469068422,0.997727227,17.43438173,1.073332993
2021-01-13 21:00:00+00:00,193.5797841,5.231607236,0.987505111,18.28587668,1.0706547
2021-01-13 22:00:00+00:00,190.8492719,5.359149219,0.916007887,18.94680133,1.068274037
2021-01-13 23:00:00+00:00,193.5741023,3.932648939,0.76442141,19.08830133,1.067951862
2021-01-14 00:00:00+00:00,207.036881,3.791064657,0.594642474,17.77646158,1.072678749
2021-01-14 01:00:00+00:00,201.7912405,4.397375456,0.606988388,17.37364479,1.074079058
2021-01-14 02:00:00+00:00,181.2134032,4.678681764,0.741074352,16.79911499,1.076427371
